case_no,code_token
7,"import java.io.BufferedReader;
import java.io.InputStreamReader;

public class Main {
    public static void main(String[] args) throws Exception {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        String line = br.readLine();
        String[] word = line.split("" "");
        char c1 = word[0].charAt(word[0].length() - 1);
        char c2 = word[1].charAt(0);
        char c3 = word[1].charAt(word[1].length() - 1);
        char c4 = word[2].charAt(0);
        if(c1 == c2 && c3 == c4) {
            System.out.println(""YES"");
        } else {
            System.out.println(""NO"");
        }
    }
}"
8,"import java.util.*;

public class Main {

    private static int H;
    private static int W;
    private static int N;

    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        H = sc.nextInt();
        W = sc.nextInt();
        N = sc.nextInt();
        Set<Cord> all = new HashSet<>(N);
        for (int i = 0; i < N; i++) {
            int a = sc.nextInt();
            int b = sc.nextInt();
            all.add( new Cord(b, a) );
        }

        long[] ans = solve(all);
        for (int i = 0; i < 10; i++) {
            System.out.println( ans[i] );
        }
    }


    private static long[] solve(Set<Cord> all) {
        Set<Cord> done = new HashSet<>(N);

        long[] ans = new long[10];
        ans[0] = (long)(W-2) * (H-2);
        for (Cord c : all) {
            count(c, ans, all, done);
            done.add(c);
        }
        return ans;
    }

    private static void count(Cord target, long[] ans, Set<Cord> all, Set<Cord> done) {
        for (int x = target.x - 1; x <= target.x + 1 ; x++) {
            for (int y = target.y - 1; y <= target.y+ 1 ; y++) {
                Cord c = new Cord(x, y);

                int count = count2(c, all, done);
                if( count != -1 ) {
                    ans[count]++;
                    ans[0]--;
                }
            }
        }
    }

    private static int count2(Cord center, Set<Cord> all, Set<Cord> done) {
        int cnt = 0;
        for (int x = center.x - 1; x <= center.x + 1 ; x++) {
            for (int y = center.y - 1; y <= center.y + 1 ; y++) {
                if( !xInRange(x) || !yInRange(y) ) return -1;

                Cord c = new Cord(x, y);
                if( done.contains(c) ) return -1;

                if( all.contains(c) ) {
                    cnt++;
                }
            }
        }
        return cnt;
    }

    private static boolean xInRange(int x) {
        return 1 <= x && x <= W;
    }

    private static boolean yInRange(int y) {
        return 1 <= y && y <= H;
    }

    private static class Cord {

        private final int x;
        private final int y;

        public Cord(int x, int y) {
            this.x = x;
            this.y = y;
        }

        @Override
        public boolean equals(Object o) {
            if (this == o) return true;
            if (o == null || getClass() != o.getClass()) return false;
            Cord cord = (Cord) o;
            return x == cord.x &&
                    y == cord.y;
        }

        @Override
        public int hashCode() {
            return Objects.hash(x, y);
        }

        public String toString() {
            return ""("" +x + "","" + y + "")"";
        }
    }
}"
9,"import java.util.*;
 
public class Main {
 
    public static void main(String args[]) {
        Scanner sc = new Scanner(System.in);
        int n = sc.nextInt();
        String s = sc.next();
 
        int min = 0;
        for(int i = 0;i < n;i++){
            if(s.charAt(i) == '.'){
                min++;
            }
        }
        int num = min;
        for(int i = 0;i < n;i++){
            if(s.charAt(i) == '#'){
                num++;
            } else {
                num--;
            }
            min = Math.min(num,min);
        }
        System.out.println(min);
    }
}"
10,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int N = sc.nextInt();
		int K = sc.nextInt();


		if (N%2 == 0) {
			if (N/2 >= K) {
				System.out.println(""YES"");
			} else {
				System.out.println(""NO"");
			}
		} else {
			if ((N/2 + 1) >= K) {
				System.out.println(""YES"");
			}else {
				System.out.println(""NO"");
			}
		}
	}
}
"
11,"import java.util.Scanner;
public class Main{
	public static void main(String[] args) {
    	Scanner sc = new Scanner(System.in);
		long n = Long.parseLong(sc.next());
      	long a = Long.parseLong(sc.next());
      	long b = Long.parseLng(sc.next());
      	if(a==0){
        	System.out.println(0);
          return;
        }
        long c = a+b;
      	long d = n%c;
      	if(d>a) d = a;
        long e = n/c;
        long f = e*a+d;
        System.out.println(f);
    }
 
}"
12,"import java.util.*;
import java.io.*;
public class Main {
	static long[][] dp;
	static int[] array;
	static ArrayList<Integer> allSubsets = new ArrayList<Integer>();
	public static void main(String[] args) throws Exception{
		int num = 998244353;

		// TODO Auto-generated method stub
 		BufferedReader bf = new BufferedReader(new InputStreamReader(System.in));
 		PrintWriter out = new PrintWriter(System.out);
 		StringTokenizer st = new StringTokenizer(bf.readLine());
 		int n = Integer.parseInt(st.nextToken());
 		int s = Integer.parseInt(st.nextToken());
 		array = new int[n];
 		StringTokenizer st1 = new StringTokenizer(bf.readLine());
 		for(int i = 0;i<n;i++){
 			array[i] = Integer.parseInt(st1.nextToken());
 		}
 		long[][] dp = new long[n+1][s+1];
 		dp[0][0] = power(2, n, num);
 		for(int i = 1;i<n;i++)
 			dp[0][i] = 0;
 		for(int i = 0;i<n;i++){
 			for(int j = 0;j<=s;j++){
 				dp[i+1][j]+= dp[i][j];
 				dp[i+1][j]%= num;
 				if (j+array[i] <=s){
 					dp[i+1][j+array[i]] += dp[i][j]*power(2, num-2, num);
 					dp[i+1][j+array[i]]%= num;
 				}
 			}
 			
 		}
 		out.println(dp[n][s]);
 		out.close();
 		
	}
	public static int power(long x, long y, long mod){
		long ans = 1;
		while(y>0){
			if (y%2==1)
				ans = (ans*x)%mod;
			x = (x*x)%mod;
			y/=2;
		}
		return (int)(ans);
	}

}
 	
 
//StringJoiner sj = new StringJoiner("" ""); 
//sj.add(strings)
//sj.toString() gives string of those stuff w spaces or whatever that sequence is

 		
 		
 		
 		
	


"
13,"import java.util.*;
public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int i = (int)Math.round(Math.pow(n, 0.5));
		while(n % i != 0) {
			i--;			
		}
		int ii = n/i;
		System.out.println((ii + i - 2));
		sc.close();
	}
}
"
14,"import java.util.*;
public class Main {

	public static void main(String[] args) {
		Scanner input = new Scanner(System.in);
		int length = input.nextInt();
		input.nextLine();
		String list = input.nextLine();
		int[] intList = new int[length];
		int k = 0;
		for(int i = 0; i < list.length(); i++) {
			if(!list.substring(i, i+1).equals("" "")){
				int x = 1;
				for(int y = i; y < list.length(); y++){
					if(!list.substring(y, y+1).equals("" ""))
						x++;
				}
				intList[k] = Integer.parseInt(list.substring(i, x));
				k++;
			}
		}
		for(int m = 0; m < intList.length - 1; m++) {
			System.out.print(intList[m] + "" "");
		}
		System.out.println(intList[intList.length - 1]);
		for(int i = 1; i < intList.length; i++) {
			int key = intList[i];
			int j = i - 1;
			while(j >= 0 && intList[j] > key) {
				intList[j+1] = intList[j];
				j--;
			}
			intList[j+1] = key;
			for(int m = 0; m < intList.length - 1; m++) {
				System.out.print(intList[m] + "" "");
			}
			System.out.println(intList[intList.length - 1]);
		}
	}
}
"
15,"import java.util.*;
public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		double x1 = sc.nextInt();
		double y1 = sc.nextInt();
		double x2 = sc.nextInt();
		double y2 = sc.nextInt();
		System.out.printf(""%.8f\n"",Math.sqrt((x1 - x2)*(x1 - x2) + (y1 - y2)*(y1 - y2)));
	}

}"
16,"import java.awt.geom.*;
import java.util.*;

public class Main {
	//0445 start
	//0536 cording end, last dataset is not matched
	//0538 stop and ready to go to school

	int INF = 1 << 24;
	final double EPS = 1.0e-08;
	double EPS2 = 1.0e-02;
	int n, s1, s2;
	Point2D s1p, s2p;
	Point2D [] toy;

	class Edge{
		int from, to;
		double cost;
		public Edge(int from, int to, double cost) {
			this.from = from;
			this.to = to;
			this.cost = cost;
		}
		@Override
		public String toString() {
			return ""Edge [from="" + from + "", to="" + to + "", cost="" + cost + ""]"";
		}

	}

	class C implements Comparable<C>{
		int ind;
		Point2D p;
		public C(int ind, Point2D p) {
			this.ind = ind;
			this.p = p;
		}
		@Override
		public int compareTo(C o) {
			if(this.p.getX() < o.p.getX()) return -1;
			else if(this.p.getX() > o.p.getX()) return 1;
			else if(this.p.getY() < o.p.getY()) return -1;
			else if(this.p.getY() > o.p.getY()) return 1;
			else return 0;
		}
	}
	Comparator< Point2D > com = new Comparator< Point2D >() {
		public int compare(Point2D o1, Point2D o2) {
			if(o1.getX() < o2.getX()) return -1;
			else if(o1.getX() > o2.getX()) return 1;
			else if(o1.getY() < o2.getY()) return -1;
			else if(o1.getY() > o2.getY()) return 1;
			else return 0;
		}
	};

	class State implements Comparable<State>{
		int now1, now2;
		double cost;
		public State(int now1, int now2, double cost) {
			super();
			this.now1 = now1;
			this.now2 = now2;
			this.cost = cost;
		}
		@Override
		public int compareTo(State o) {
			if(this.cost < o.cost ) return -1;
			if(this.cost > o.cost)   return 1;
			return 0;
		}
		@Override
		public String toString() {
			return ""State [now1="" + now1 + "", now2="" + now2 + "", cost="" + cost
					+ ""]"";
		}


	}

	private void doit(){
		Scanner sc = new Scanner(System.in);
		while(true){
			n = sc.nextInt();
			if(n == 0) break;
			Point2D [] plist = new Point2D[n];
			HashSet<Integer> ylist = new HashSet<Integer>();
			for(int i = 0 ; i < n; i ++){
				int x = sc.nextInt();
				int y = sc.nextInt();
				ylist.add(y);
				plist[i] = new Point2D.Double(x,y);
			}
			s1p = plist[0];
			s2p = plist[n-1];

			ArrayList<Line2D> llist = new ArrayList<Line2D>();
			for(int i = 1;i < n; i++){
				Line2D l = new Line2D.Double(plist[i-1], plist[i]);
				llist.add(l);
			}
			ArrayList<Line2D> l2list = new ArrayList<Line2D>();
			for(int y : ylist){
				Point2D p1 = new Point2D.Double(-1,y);
				Point2D p2 = new Point2D.Double(1001, y);
				Line2D ll = new Line2D.Double(p1, p2);
				l2list.add(ll);
			}

			ArrayList<ArrayList<Edge>> pass = segmentArrangement(llist, l2list);
			double ans = solve(pass);
			System.out.printf(""%f\n"",ans);
		}

	}

	private double solve(ArrayList<ArrayList<Edge>> pass) {
		double ans = INF;
		int passsize = pass.size();
		PriorityQueue<State> open = new PriorityQueue<State>();
		open.add(new State(s1, s2, 0.0));
		double [][] close = new double[passsize][passsize];
		boolean[][] close2 = new boolean[passsize][passsize];
		for(int i =0; i < passsize; i++) Arrays.fill(close[i], INF);
		close[s1][s2] = 0.0;
		close2[s1][s2] = true;
		while(! open.isEmpty()){
			State now = open.poll();
			if(now.now1 == now.now2){
				ans = Math.min(ans, now.cost);
				//break;
				continue;
			}

			for(int i = 0 ; i < pass.get(now.now1).size(); i++){
				for(int j = 0; j < pass.get(now.now2).size(); j++){
					int next1 = pass.get(now.now1).get(i).to;
					int next2 = pass.get(now.now2).get(j).to;
					if(next1 == now.now1 && next2 == now.now2)continue;
					if(Math.abs(toy[next1].getY() - toy[next2].getY()) < EPS){
						double value = pass.get(now.now1).get(i).cost+ pass.get(now.now2).get(j).cost;
						double nextcost = now.cost + value;
						if(close2[next1][next2]) continue;
						close2[next1][next2] = true;
						open.add(new State(next1, next2, nextcost));
					}
				}
			}
		}
		return ans;
	}

	private ArrayList<ArrayList<Edge>> segmentArrangement(ArrayList<Line2D> arg, ArrayList<Line2D> l2) {
		Line2D [] line = arg.toArray(new Line2D[arg.size()]);
		//交点リストを求める
		ArrayList<Point2D> intersectionlist = new ArrayList<Point2D>();
		for(int i = 0; i < line.length; i++){
			intersectionlist.add(line[i].getP1());
			intersectionlist.add(line[i].getP2());
			for(int j = i + 1; j < line.length; j++){
				if(line[i].intersectsLine(line[j])){
					Point2D p = intersectPtSS(line[i], line[j]);
					if(p == null) continue;
					intersectionlist.add(p);
				}
			}
		}

		for(int i = 0 ; i < l2.size(); i++){
			for(int j = 0; j < line.length; j++){
				if(l2.get(i).intersectsLine(line[j])){
					Point2D p = intersectPtSS(l2.get(i), line[j]);
					if(p == null) continue;
					intersectionlist.add(p);
				}
			}
		}

		//sortする。重複削除
		Collections.sort(intersectionlist, com);
		for(int i = 1; i < intersectionlist.size(); i++){
			if(issame(intersectionlist.get(i-1), intersectionlist.get(i))){
				intersectionlist.remove(i);
				i--;
			}
		}



		//交点リストから、線分を通過するもの同士でグラフを生成する。
		int len = intersectionlist.size();
		toy = new Point2D[len];
		for(int i = 0 ; i < len; i++){
			toy[i] = intersectionlist.get(i);
			if(issame(toy[i], s1p)){
				s1 = i;
			}
			if(issame(toy[i], s2p)){
				s2 = i;
			}
		}

		//double [][] res = new double[len][len];
		ArrayList<ArrayList<Edge>> res = new ArrayList<ArrayList<Edge>>();
		for(int i = 0; i < len; i++){
			res.add(new ArrayList<Main.Edge>());
			res.get(i).add(new Edge(i, i, 0.0));
		}
		for(int i = 0; i < line.length; i++){

			ArrayList<C> list = new ArrayList<C>();
			for(int j = 0; j < len; j++){
				if(line[i].ptSegDist(intersectionlist.get(j)) < EPS2){
					list.add(new C(j, intersectionlist.get(j)));
				}
			}
			Collections.sort(list);
			for(int j = 1; j < list.size(); j++){
				int from = list.get(j-1).ind;
				int to = list.get(j).ind;
				double cost = list.get(j).p.distance(list.get(j-1).p);
				res.get(from).add(new Edge(from, to, cost));
				res.get(to).add(new Edge(to, from, cost));
			}
		}
		return res;
	}

	private Point2D intersectPtSS(Line2D l, Line2D m) {
		Point2D lVec = sub(l.getP2(), l.getP1());
		Point2D mVec = sub(m.getP2(), m.getP1());
		Point2D m1l1Vec = sub(m.getP1(), l.getP1());
		double a = cross(m1l1Vec, lVec);
		double b = cross(lVec, mVec);
		if(Math.abs(a) < EPS && Math.abs(b) < EPS){
			//平行な直線同士の場合
			return null;
			//          if(l.getP1().distance(m.getP1()) < EPS) return l.getP1();
			//          if(l.getP1().distance(m.getP2()) < EPS) return l.getP1();
			//          return l.getP2();
		}
		double t = a / b;
		double resx = m.getX1() + t * mVec.getX();
		double resy = m.getY1() + t * mVec.getY();
		return new Point2D.Double(resx, resy);
	}

	private boolean issame(Point2D p1, Point2D p2) {
		if(Math.abs(p1.getX() - p2.getX()) < EPS && Math.abs(p1.getY() - p2.getY()) < EPS ){
			return true;
		}
		return false;
	}
	private double cross(Point2D p1, Point2D p2) {
		double res = p1.getX() * p2.getY() - p1.getY() * p2.getX();
		return res;
	}
	private Point2D sub(Point2D p2, Point2D p1) {
		double x = p2.getX() - p1.getX();
		double y = p2.getY() - p1.getY();
		return new Point2D.Double(x, y);
	}

	public static void main(String [] args){
		new Main().doit();
	}
}"
17,"        import java.util.*;
        class Main{
          public static void main(String[] args){
            Scanner sc = new Scanner(System.in);
            int a = sc.nextInt();
            int b = sc.nextInt();
            int c = sc.nextInt();
            int d = sc.nextInt();
            
            long x = a * c;
            long y = a * d;
            long z = b * c;
            long w = b * d;
            long[] aa = new long[4];
            
            aa[0] = x;
            aa[1] = y;
            aa[2] = z;
            aa[3] = w;
            int max = x;
         
            for(int i = 0; i < 4; i++){
              if(aa[i] > max){
                max = aa[i];
              }
            }
            System.out.println(max);
          }
        }"
18,"import java.util.Scanner;

public class Main {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int x=sc.nextInt();
		int n=sc.nextInt();
		int hako[] = new int[102];
		for(int i=0;i<102;i++) {
			hako[i]=0;
		}
		for(int i=0;i<n;i++) {
			int a = sc.nextInt();
			hako[a] = 1;
		}
		
		if(hako[x]==0) {
			System.out.println(x);
			return;
		}
		int up=x+1;
		int down=x-1;
		
		while(up<=101 && down>=0) {
			if(hako[down] == 0) {
				System.out.println(down);
				return;
			}
			if(hako[up] == 0) {
				System.out.println(up);
				return;
			}
			up++;
			down--;
		}
		while(up==102) {
			if(hako[down] == 0) {
				System.out.println(down);
				return;
			}
			down--;
		}
		while(down==-1) {
			if(hako[up] == 0) {
				System.out.println(up);
				return;
			}
			up++;
		}
		
		
	}
}
"
19,"import java.io.IOException;
import java.io.PrintWriter;
import java.util.ArrayDeque;
import java.util.Arrays;
import java.util.Scanner;

class Main {
	public static void main(String[] args) throws IOException {
		new Main().run();
	}

	void run() {
		Scanner sc = new Scanner(System.in);
		PrintWriter pw = new PrintWriter(System.out);
		int N = sc.nextInt();
		long L = sc.nextLong();
		double[] t = new double[N];
		double[] v = new double[N];
		for (int i = 0; i < N; ++i) {
			t[i] = sc.nextDouble();
			v[i] = sc.nextDouble();
		}
		class T {
			double water;
			double salt;

			public T(double water, double salt) {
				this.water = water;
				this.salt = salt;
			}
		}

		ArrayDeque<Double> dequeW = new ArrayDeque<>();
		ArrayDeque<Double> dequeS = new ArrayDeque<>();
		dequeS.add(0d);
		dequeW.add(0d);
		dequeS.addLast(t[0] * v[0]);
		dequeW.addLast(v[0]);
		T p = new T(0, 0);
		pw.println(t[0]);
		for (int i = 1; i < N; ++i) {
			p.water += v[i];
			p.salt += t[i] * v[i];
			dequeW.addFirst(-p.water);
			dequeS.addFirst(-p.water * p.salt);

			while (dequeS.size() >= 2) {
				double t2w = dequeW.pollLast();
				double t2s = dequeS.pollLast();
				double t1w = dequeW.pollLast();
				double t1s = dequeS.pollLast();
				if (t1w + p.water > L && t2w + p.water > L)
					continue;
				if (t1w + p.water == L) {
					dequeW.addLast(t1w);
					dequeS.addLast(t1s);
					break;
				}
				if (t1w + p.water < L && L < t2w + p.water) {
					double r1 = (t2w + p.water - L) / (t2w - t1w);
					double r2 = (L - (t1w + p.water)) / (t2w - t1w);
					double tLasts = r1 * (t1s + p.salt) + r2 * (t2s + p.salt);
					double tLastw = r1 * (t1w + p.water) + r2 * (t2w + p.water);

					tLastw -= p.water;
					tLasts -= p.salt;
					dequeS.addLast(t1s);
					dequeW.addLast(t1w);

					dequeS.addLast(tLasts);
					dequeW.addLast(tLastw);
					break;
				}
			}
			dequeS.pollFirst();
			dequeW.pollFirst();

			while (dequeS.size() >= 2) {
				double t1s = dequeS.pollFirst();
				double t1w = dequeW.pollFirst();
				double t2s = dequeS.pollFirst();
				double t2w = dequeW.pollFirst();
				if ((t1s + p.salt) / (t1w + p.water) > (t2s + p.salt) / (t2w + p.water)) {
					dequeS.addFirst(t2s);
					dequeW.addFirst(t2w);
					dequeS.addFirst(t1s);
					dequeW.addFirst(t1w);
					break;
				}
				dequeS.addFirst(t2s);
				dequeW.addFirst(t2w);
			}
			dequeS.addFirst(-p.salt);
			dequeW.addFirst(-p.water);

			pw.println((dequeS.peekLast() + p.salt) / (dequeW.peekLast() + p.water));
		}
		pw.close();

	}

	void tr(Object... objects) {
		System.out.println(Arrays.deepToString(objects));
	}
}"
20,"import java.util.*;
 
class Main{
  public static void main(String[] args) {
    Scanner sc = new Scanner(System.in);
    
    String s = sc.next();
    char[] a = s.toCharArray();
    String ans = """";
    for(int i=0; i<a.length; i++){
      if(i%2 == 0){
        ans += a[i];
      }
    }
    System.out.println(ans);

    sc.close();
  }
}
"
21,"import java.util.*;

class Main{
	public static void main(String[] args){
		Scanner sc = new Scanner(System.in);
		int pieceNum = sc.nextInt();
		int goalNum = sc.nextInt();
		int[] nums = new int[goalNum];
        for(int i = 0; i < goalNum; i++)nums[i] = sc.nextInt();
        Arrays.sort(nums);
        int[] diffs = new int[goalNum-1];
        for(int i = 0; i < goalNum-1; i++)diffs[i] = Math.abs(nums[i+1]-nums[i]);

        int ans = 0;
        for(int i = 0; i < goalNum - pieceNum; i++){
            Arrays.sort(diffs);
            int min = diffs[0];

            ans += min;
            diffs[0] = diffs[goalNum-2];
        }

		System.out.println(ans);
	}
}"
22,"import java.util.Objects;
import java.util.Scanner;

public class Main {
    public static void main(final String[] args) {
        final int p = 2;
        switch (p) {
        case 1:
            P1.p1();
        case 2:
            P2.answer();
        case 3:
            P3.answer();
        }
    }
}

class P3 {
    static void answer() {
        final Scanner sc = new Scanner(System.in);
        final int a = sc.nextInt();
        final int b = sc.nextInt();
//        final int res = calc(a, b);
//        System.out.println(res);
    }

}

class P2 {
    static void answer() {
        final Scanner sc = new Scanner(System.in);
        final int a = sc.nextInt();
        final int b = sc.nextInt();
        final int res = calc(a, b);
        System.out.println(res);
    }

    static int calc(final int a, final int b) {
        final int per = a - 1;
        final int remain = b - 1;
        final int x = remain / per;
        System.out.println("""" + per + "","" + remain + "","" + x);
        if (remain - (per * x) > 0) {
            return x + 1;
        }
        return x;
    }
}

class P1 {

    static void p1() {
        final Scanner sc = new Scanner(System.in);
        final String yohou = sc.nextLine();
        final String jissai = sc.nextLine();

        final int res = calc(yohou, jissai);
        System.out.println(res);
    }

    static int calc(final String yohou, final String kekka) {
        int res = 0;
        for (int i = 0; i < 3; i++) {
            if (Objects.equals(yohou.charAt(i), kekka.charAt(i))) {
                res++;
            }
        }
        return res;
    }
}"
23,"

import java.text.DecimalFormat;
import java.util.function.BiFunction;
import java.util.function.Function;
import java.util.stream.LongStream;
import java.util.stream.IntStream;
import java.io.*;
import java.util.*;

public class Main {

    public static void main(String[] args) {
        FastScanner sc = new FastScanner();
        PrintWriter out = new PrintWriter(System.out);

        final int N = sc.nextInt();
        int[][] a = new int[N][N];
        int ans = 0;
        for (int i = 0; i < N; i++) {
            int j = sc.nextInt();
            a[i][j-1] = 1;
        }
        
        for (int i = 0; i < N; i++) {
            for (int j = 0; j < N; j++) {
                if (i != j && a[i][j] == 1 && a[j][i] == 1) {
                    ans++;
                }
            }
        }
        
        out.println(ans / 2);
        
        out.flush();
    }

}

// https://qiita.com/p_shiki37/items/a0f6aac33bf60f5f65e4
class FastScanner {

    private final InputStream in = System.in;
    private final byte[] buffer = new byte[1024];
    private int ptr = 0;
    private int buflen = 0;

    private boolean hasNextByte() {
        if (ptr < buflen) {
            return true;
        } else {
            ptr = 0;
            try {
                buflen = in.read(buffer);
            } catch (IOException e) {
                e.printStackTrace();
            }
            if (buflen <= 0) {
                return false;
            }
        }
        return true;
    }

    private int readByte() {
        if (hasNextByte()) {
            return buffer[ptr++];
        } else {
            return -1;
        }
    }

    private static boolean isPrintableChar(int c) {
        return 33 <= c && c <= 126;
    }

    public boolean hasNext() {
        while (hasNextByte() && !isPrintableChar(buffer[ptr])) {
            ptr++;
        }
        return hasNextByte();
    }

    public String next() {
        if (!hasNext()) {
            throw new NoSuchElementException();
        }
        StringBuilder sb = new StringBuilder();
        int b = readByte();
        while (isPrintableChar(b)) {
            sb.appendCodePoint(b);
            b = readByte();
        }
        return sb.toString();
    }

    public long nextLong() {
        if (!hasNext()) {
            throw new NoSuchElementException();
        }
        long n = 0;
        boolean minus = false;
        int b = readByte();
        if (b == '-') {
            minus = true;
            b = readByte();
        }
        if (b < '0' || '9' < b) {
            throw new NumberFormatException();
        }
        while (true) {
            if ('0' <= b && b <= '9') {
                n *= 10;
                n += b - '0';
            } else if (b == -1 || !isPrintableChar(b)) {
                return minus ? -n : n;
            } else {
                throw new NumberFormatException();
            }
            b = readByte();
        }
    }

    public int nextInt() {
        long nl = nextLong();
        if (nl < Integer.MIN_VALUE || nl > Integer.MAX_VALUE) {
            throw new NumberFormatException();
        }
        return (int) nl;
    }

    public double nextDouble() {
        return Double.parseDouble(next());
    }
}
"
24,"import java.util.*;
import java.io.*;

public class Main {
	
	public static void main(String[] args) throws IOException {
		InputReader in = new InputReader(System.in);
		String s = in.readString(); 
		String ans = """";
		for(int i = 0; i<s.length(); i+=2) {
			ans += s.charAt(i);
		}
		System.out.println(ans);
	}
}
class InputReader {

	private InputStream stream;
	private byte[] buf = new byte[1024];
	private int curChar;
	private int numChars;
	private SpaceCharFilter filter;

	public InputReader(InputStream stream) {
		this.stream = stream;
	}

	public int read() {
		if (numChars == -1)
			throw new InputMismatchException();
		if (curChar >= numChars) {
			curChar = 0;
			try {
				numChars = stream.read(buf);
			} catch (IOException e) {
				throw new InputMismatchException();
			}
			if (numChars <= 0)
				return -1;
		}
		return buf[curChar++];
	}

	public int readInt() {
		int c = read();
		while (isSpaceChar(c))
			c = read();
		int sgn = 1;
		if (c == '-') {
			sgn = -1;
			c = read();
		}
		int res = 0;
		do {
			if (c < '0' || c > '9')
				throw new InputMismatchException();
			res *= 10;
			res += c - '0';
			c = read();
		} while (!isSpaceChar(c));
		return res * sgn;
	}

	public String readString() {
		int c = read();
		while (isSpaceChar(c))
			c = read();
		StringBuilder res = new StringBuilder();
		do {
			res.appendCodePoint(c);
			c = read();
		} while (!isSpaceChar(c));
		return res.toString();
	}

	public long readLong() {
		int c = read();
		while (isSpaceChar(c)) {
			c = read();
		}
		int sgn = 1;
		if (c == '-') {
			sgn = -1;
			c = read();
		}
		long res = 0;
		do {
			if (c < '0' || c > '9') {
				throw new InputMismatchException();
			}
			res *= 10;
			res += c - '0';
			c = read();
		} while (!isSpaceChar(c));
		return res * sgn;
	}
	
	public boolean isSpaceChar(int c) {
		if (filter != null)
			return filter.isSpaceChar(c);
		return c == ' ' || c == '\n' || c == '\r' || c == '\t' || c == -1;
	}

	public String next() {
		return readString();
	}

	public interface SpaceCharFilter {
		public boolean isSpaceChar(int ch);
	}
}
"
25,"import java.util.*;
import static java.lang.System.*;
public class Main {
    public static void main(String[] args){
        Scanner sc = new Scanner(in);
        int n=sc.nextInt();
        String[] a=new String[n+1];
        for (int i = 1; i <= n; i++) {
            a[i]=sc.next();
        }
        String ans=a[1];
        if(n%2==0){
            for (int i = 2; i <= n; i++) {
                if(i%2==0){
                    ans=a[i]+"" ""+ans;
                }else{
                    ans=ans+"" ""+a[i];
                }
            }
        }else{
            for (int i = 2; i <= n; i++) {
                if(i%2==0){
                    ans=ans+"" ""+a[i];
                }else{
                    ans=a[i]+"" ""+ans;
                }
            }
        }
        out.println(ans);
    }
}"
